,title,tconst
7820,The Prowler,tt0082951
7821,Slotherhouse,tt15422224
7822,Hello Mary Lou: Prom Night II,tt0093176
7823,The Lazarus Effect,tt2918436
7824,Halloween 5: The Revenge of Michael Myers,tt0097474
7825,Children of the Corn,tt12311866
7826,Murder-Rock: Dancing Death,tt0087759
7827,April Fool's Day,tt0090655
7828,Shocker,tt0098320
7829,We Summon the Darkness,tt8058874
7830,Psycho III,tt0091799
7831,Graduation Day,tt0082467
7832,Mortuary,tt0087746
7833,Hell Night,tt0082511
7834,Blind Date,tt0086978
7835,The Dark Half,tt0106664
7836,Wolves at the Door,tt4670016
7837,He's Out There,tt4052050
7838,Nobody Sleeps in the Woods Tonight,tt11240506
7839,Nothing Underneath,tt0086343
7840,Return to Horror High,tt0093854
7841,See No Evil 2,tt3106120
7842,The Town That Dreaded Sundown,tt0075342
7843,Hell Fest,tt1999890
7844,They're Coming to Get You!,tt0069390
7845,Hatchet II,tt1270835
7846,X-Ray,tt0082527
7847,The Town That Dreaded Sundown,tt2561546
7848,Fade to Black,tt0080711
7849,Witchboard,tt0090327
7850,Just Before Dawn,tt0082592
7851,Bloodline,tt8883524
7852,The Strange Vice of Mrs. Wardh,tt0066412
7853,Terror Train,tt0081617
7854,Doom Asylum,tt0092910
7855,Trauma,tt0104053
7856,Death Valley,tt0083805
7857,Candyman: Farewell to the Flesh,tt0112625
7858,The Children,tt1172571
7859,My Soul to Take,tt0872230
7860,Hatchet III,tt1870419
7861,Silent Madness,tt0088116
7862,Nightmare,tt0082818
7863,Trauma,tt0072960
7864,Borderland,tt0452592
7865,Death Spa,tt0099384
7866,Eyes of a Stranger,tt0082352
7867,Train,tt1015474
7868,The Row,tt8074486
7869,Popcorn,tt0102690
7870,The Boogey Man,tt0080464
7871,Superstition,tt0084739
7872,Funeral Home,tt0083976
7873,Humongous,tt0082537
7874,He Knows You're Alone,tt0080850
7875,Nightmare Beach,tt0095740
7876,StageFright,tt0092576
7877,Sorority House Massacre,tt0091990
7878,Evil Dead Trap,tt0167147
7879,Taboo,tt0288243
7880,American Gothic,tt0094642
7881,The Majorettes,tt0091462
7882,The Initiation,tt0087472
7883,Slumber Party Massacre III,tt0100639
7884,Founders Day,tt23785128
7885,ATM,tt1603257
7886,Laid to Rest,tt1228933
7887,Bring It On: Cheer or Die,tt20101986
7888,The Centerfold Girls,tt0071295
7889,The Girl in the Photographs,tt3826866
7890,Stepfather II: Make Room for Daddy,tt0098385
7891,Timber Falls,tt0857295
7892,Night School,tt0082812
7893,Jack-O,tt0113449
7894,Girl at the Window,tt15360384
7895,Toolbox Murders,tt0367153
7896,A Blade in the Dark,tt0085303
7897,Hatchet for the Honeymoon,tt0064904
7898,Wilderness,tt0465670
7899,The Pool,tt0283027
7900,Reeker,tt0393635
7901,Schizo,tt0076670
7902,Knife + Heart,tt6426028
7903,Unhinged,tt0180274
7904,Girls Nite Out,tt0087336
7905,Dust Devil,tt0104155
7906,Boogeyman 2,tt0900357
7907,The Fan,tt0082362
7908,Killer Workout,tt0091339
7909,Maniac Cop 3: Badge of Silence,tt0104808
7910,The Prey,tt0086137
7911,Unhinged,tt5940342
7912,Slumber Party Massacre,tt14449392
7913,The Silent Scream,tt0081515
7914,Visiting Hours,tt0083296
7915,From Beyond the Grave,tt0070078
7916,Body Count,tt0090788
7917,"I, Madman",tt0097557
7918,Anatomy,tt0187696
7919,Sorority House Massacre II,tt0100663
7920,House III: The Horror Show,tt0097527
7921,Seance,tt11188624
7922,"Fear, Inc.",tt3560148
7923,Death Screams,tt0085415
7924,Peopletoys,tt0071413
7925,Tales of Halloween,tt4163020
7926,Malevolence,tt0388230
7927,The Unseen,tt0083261
7928,My Name Is Bruce,tt0489235
7929,Phantom of the Mall: Eric's Revenge,tt0098089
7930,Schizoid,tt0081459
7931,Don't Go in the Woods,tt0182996
7932,The Slayer,tt0084694
7933,All Hallows' Eve 2,tt5022680
7934,Smiley,tt2025667
7935,Chain Letter,tt1148200
7936,The Incubus,tt0084133
7937,Killer Book Club,tt18260564
7938,Strange Behavior,tt0082243
7939,What the Waters Left Behind,tt6332764
7940,Eyeball,tt0071537
7941,Out of the Dark,tt0095803
7942,Chromeskull: Laid to Rest 2,tt1792799
7943,The Dorm That Dripped Blood,tt0082279
7944,Stage Fright,tt2190838
7945,Tower of Evil,tt0068716
7946,Cut,tt0189456
7947,Buried Alive,tt0099187
7948,Terror,tt0141897
7949,Berserker,tt0164393
7950,Edge of Sanity,tt0097263
7951,Grotesque,tt0095256
7952,Grandmother's House,tt0097455
7953,Hard to Die,tt0103111
7954,Sorority Party Massacre,tt2202569
7955,The Gallows Act II,tt7473716
7956,Ripper,tt0268579
7957,A Cat in the Brain,tt0099637
7958,Triggered,tt9419976
7959,Destroyer,tt0095005
7960,The Comeback,tt0077357
7961,The Retreat,tt11392272
7962,Bad Dreams,tt0094701
7963,White of the Eye,tt0094320
7964,Skinner,tt0114466
7965,Blood and Lace,tt0066848
7966,Terror Train,tt20222422
7967,Deathouse,tt0070694
7968,Hide and Go Shriek,tt0095299
7969,Steel Trap,tt0973790
7970,Killer Movie,tt0988083
7971,Ghost Keeper,tt0128232
7972,The Corruption of Chris Miller,tt0069922
7973,New Year's Evil,tt0082806
7974,Killer Party,tt0091338
7975,Splatter University,tt0125510
7976,Hell High,tt0091192
7977,The Flesh and Blood Show,tt0068596
7978,Savage Weekend,tt0079855
7979,Silent Scream,tt0481610
7980,Frightmare,tt0071523
7981,Open House,tt1448762
7982,Midnight Movie,tt0981224
7983,The Clown at Midnight,tt0156413
7984,Criminally Insane,tt0072831
7985,Drive in Massacre,tt0074434
7986,Dangerous Game: The Legacy Murders,tt16375952
7987,Lake Alice,tt3923004
7988,Axe,tt0075710
7989,Death Do Us Part,tt2181889
7990,Cruel World,tt0419663
7991,Watch Me When I Kill,tt0076068
7992,Horror High,tt0072331
7993,To All a Goodnight,tt0086449
7994,Wishcraft,tt0255702
7995,Milo,tt0167284
7996,Nightlight,tt2236160
7997,Anatomy 2,tt0312358
7998,The House on Tombstone Hill,tt0101670
7999,Phantom of Death,tt0092865
8000,Blue Eyes of the Broken Doll,tt0069041
8001,Cemetery of Terror,tt0218088
8002,Slaughterhouse,tt0093990
8003,Pledge Night,tt0095878
8004,The Hike,tt1572194
8005,Scream,tt0086262
8006,Mid-Century,tt6821198
8007,Needle,tt1545315
8008,Buried Alive,tt0479199
8009,Boogeyman 3,tt1204883
8010,The Devil's Ground,tt1153102
8011,Mountaintop Motel Massacre,tt0091560
8012,Scar,tt0847520
8013,Nightmare Man,tt0478216
8014,The Redeemer: Son of Satan!,tt0130216
8015,Blood Night: The Legend of Mary Hatchet,tt1161404
8016,Kolobos,tt0151239
8017,Effects,tt0077485
8018,Lighthouse,tt0139426
8019,Scarecrows,tt0096046
8020,The Demon,tt0074390
8021,The Severed Arm,tt0070673
8022,Killer Legends,tt3449040
8023,Frayed,tt1125188
8024,Scalps,tt0086248
8025,Do You Wanna Know a Secret?,tt0267440
8026,Reykjavik Whale Watching Massacre,tt1075749
8027,All Through the House,tt4278962
8028,The Wisher,tt0354216
8029,Offerings,tt0098014
8030,Hellbent,tt0356159
8031,Rocktober Blood,tt0176097
8032,Screamtime,tt0086263
8033,Flashback,tt0239406
8034,All Light Will End,tt6023386
8035,Ancient Evil: Scream of the Mummy,tt0231138
8036,Stripped,tt1763288
8037,Tuno negro,tt0268711
8038,A Crack in the Floor,tt0236126
8039,Slash,tt0301848
8040,The Greenskeeper,tt0311231
8041,Blood Trails,tt0805185
8042,The Big Green,tt0112499
8043,Ladybugs,tt0104670
8044,Goal! The Dream Begins,tt0380389
8045,Victory,tt0083284
8046,Early Man,tt4701724
8047,Playing for Keeps,tt1540128
8048,The Game of Their Lives,tt0354595
8049,Blue Lock: Episode Nagi,tt28671146
8050,Goal II: Living the Dream,tt0473360
8051,Diego Maradona,tt5433114
8052,Goal! III,tt0499487
8053,Ronaldo,tt5065822
8054,Soccer Mom,tt1059980
8055,All the Freckles in the World,tt9809140
8056,Believe,tt2009606
8057,Offside,tt0499537
8058,Offside,tt0774755
8059,Baggio: The Divine Ponytail,tt14025788
8060,Her Best Move,tt0469429
8061,The Final: Attack on Wembley,tt26315566
8062,Just for Kicks,tt0308443
8063,Pelé,tt13842562
8064,Guys and Balls,tt0375911
8065,Soccer Dog: The Movie,tt0134969
8066,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,tt0489247
8067,Anelka: Misunderstood,tt12724622
8068,Becoming Zlatan ...,tt5280626
8069,Avengers: Endgame,tt4154796
8070,Avengers: Infinity War,tt4154756
8071,Guardians of the Galaxy Vol. 3,tt6791350
8072,Star Trek,tt0796366
8073,The Martian,tt3659388
8074,Event Horizon,tt0119081
8075,Passengers,tt1355644
8076,Life,tt5442430
8077,Guardians of the Galaxy Vol. 2,tt3896198
8078,Spaceman,tt11097384
8079,Slingshot,tt12616480
8080,Valerian and the City of a Thousand Planets,tt2239822
8081,Distant,tt9883398
8082,Star Trek Beyond,tt2660888
8083,The Hitchhiker's Guide to the Galaxy,tt0371724
8084,Serenity,tt0379786
8085,Treasure Planet,tt0133240
8086,Star Trek Into Darkness,tt1408101
8087,The Adventures of Buckaroo Banzai Across the 8th Dimension,tt0086856
8088,Galaxy of Terror,tt0082431
8089,Star Trek II: The Wrath of Khan,tt0084726
8090,The Black Hole,tt0078869
8091,Moonraker,tt0079574
8092,The Last Starfighter,tt0087597
8093,Star Trek III: The Search for Spock,tt0088170
8094,The Colony,tt6506264
8095,Forbidden World,tt0083959
8096,Saturn 3,tt0079285
8097,Star Trek: Generations,tt0111280
8098,Stowaway,tt9203694
8099,On the Silver Globe,tt0093593
8100,Mac and Me,tt0095560
8101,Europa Report,tt2051879
8102,Star Trek: Insurrection,tt0120844
8103,Star Trek V: The Final Frontier,tt0098382
8104,Species II,tt0120841
8105,SpaceCamp,tt0091993
8106,The Adventures of Pluto Nash,tt0180052
8107,Battlestar Galactica,tt0077215
8108,Wing Commander,tt0131646
8109,The Astronaut's Wife,tt0138304
8110,Thunderpants,tt0283054
8111,Project 'Gemini',tt5656994
8112,Space Battleship Yamato,tt1477109
8113,Unbelievable!!!!!,tt2180583
8114,The Astronaut Farmer,tt0469263
8115,3022,tt9465600
8116,Wings of Honneamise,tt0093207
8117,400 Days,tt3774790
8118,Jetsons: The Movie,tt0099878
8119,Moontrap,tt0097911
8120,Beyond the Stars,tt0096921
8121,Dracula 3000,tt0367677
8122,Space Raiders,tt0086345
8123,Spiders,tt0203940
8124,Unidentified Flying Oddball,tt0080062
8125,Capture the Flag,tt3896100
8126,Galaxy Express 999,tt0080772
8127,Approaching the Unknown,tt2674430
8128,Stranded,tt0283015
8129,Space Warriors,tt2328745
8130,Simon,tt0081518
8131,Mutant Aliens,tt0277909
8132,Legend of the Galactic Heroes: My Conquest is the Sea of Stars,tt0095512
8133,Zorro,tt0072448
8134,"China 9, Liberty 37",tt0077327
8135,Chino,tt0069833
8136,"A Reason to Live, a Reason to Die",tt0069159
8137,Keoma,tt0074740
8138,Lucky Luke,tt0102351
8139,Catlow,tt0066900
8140,Compañeros,tt0066612
8141,The Deadly Trackers,tt0069951
8142,Captain Apache,tt0066886
8143,Blindman,tt0066844
8144,Take a Hard Ride,tt0073784
8145,The Stranger and the Gunfighter,tt0071784
8146,A Man Called Sledge,tt0066050
8147,Martyrs,tt1029234
8148,I Spit on Your Grave,tt1242432
8149,Saw,tt0387564
8150,Final Destination 2,tt0309593
8151,I Spit on Your Grave,tt0077713
8152,The Final Destination,tt1144884
8153,House of 1000 Corpses,tt0251736
8154,The Sadness,tt13872248
8155,Audition,tt0235198
8156,Evil Dead,tt1288558
8157,Green Room,tt4062536
8158,Hostel: Part II,tt0498353
8159,The Devil's Rejects,tt0395584
8160,Saw II,tt0432348
8161,The Loved Ones,tt1316536
8162,Frontier(s),tt0814685
8163,The Woman,tt1714208
8164,Pumpkinhead,tt0095925
8165,Saw III,tt0489270
8166,Saw IV,tt0890870
8167,Saw VI,tt1233227
8168,Saw V,tt1132626
8169,Mother's Day,tt1434435
8170,Offspring,tt1262413
8171,Vile,tt1711018
8172,Murder-Set-Pieces,tt0422779
8173,All My Friends Are Dead,tt13723064
8174,Dead & Breakfast,tt0350774
8175,Faces of Death IV,tt0121262
8176,Naked Blood,tt0217679
8177,Sutures,tt1209361
8178,Black Bag,tt30988739
8179,Back in Action,tt21191806
8180,Argylle,tt15009428
8181,Black Widow,tt3480822
8182,Charlie's Angels,tt0160127
8183,Mission: Impossible,tt0117060
8184,GoldenEye,tt0113189
8185,Die Another Day,tt0246460
8186,Tinker Tailor Soldier Spy,tt1340800
8187,Live and Let Die,tt0070328
8188,The World Is Not Enough,tt0143145
8189,Operation Fortune: Ruse de Guerre,tt7985704
8190,Quantum of Solace,tt0830515
8191,Charlie's Angels: Full Throttle,tt0305357
8192,Canary Black,tt20048582
8193,Spy Kids,tt0227538
8194,Diamonds Are Forever,tt0066995
8195,Licence to Kill,tt0097742
8196,The Bourne Ultimatum,tt0440963
8197,Tomorrow Never Dies,tt0120347
8198,A View to a Kill,tt0090264
8199,The American,tt1440728
8200,Heart of Stone,tt13603966
8201,Criminal,tt3014866
8202,Mile 22,tt4560436
8203,The Courier,tt8368512
8204,The Spy Who Loved Me,tt0076752
8205,For Your Eyes Only,tt0082398
8206,The Man with the Golden Gun,tt0071807
8207,La Femme Nikita,tt0100263
8208,Spy Game,tt0266987
8209,A Most Wanted Man,tt1972571
8210,The International,tt0963178
8211,The Recruit,tt0292506
8212,Point of No Return,tt0107843
8213,The November Man,tt2402157
8214,The Debt,tt1226753
8215,All the Old Knives,tt3706352
8216,Stormbreaker,tt0457495
8217,Scorpio,tt0070653
8218,The Tailor of Panama,tt0236784
8219,Spy x Family Code: White,tt26684398
8220,Bad Company,tt0280486
8221,Red Joan,tt7615302
8222,Heart of the Hunter,tt28943278
8223,Good Guys Wear Black,tt0079227
8224,Khufiya,tt15433600
8225,The Sea Wolves,tt0081470
8226,The Jigsaw Man,tt0085755
8227,Enigma,tt0083891
8228,The Looking Glass War,tt0066001
8229,The Berlin File,tt2357377
8230,Code Name: Emerald,tt0088934
8231,Dropa,tt1822395
8232,The Time Machine,tt0268695
8233,The League of Extraordinary Gentlemen,tt0311429
8234,The Rocketeer,tt0102803
8235,Hellboy II: The Golden Army,tt0411477
8236,Victor Frankenstein,tt1976009
8237,Time After Time,tt0080025
8238,Mutant Chronicles,tt0490181
8239,Gor,tt0095241
8240,At the Earth's Core,tt0074157
8241,Biggles: Adventures in Time,tt0090729
8242,Perfect Creature,tt0403407
8243,Love,tt3774694
8244,365 Days,tt10886166
8245,The Dreamers,tt0309987
8246,The Reader,tt0976051
8247,After,tt4126476
8248,Closer,tt0376541
8249,Last Tango in Paris,tt0070849
8250,Fifty Shades Freed,tt4477536
8251,Vicky Cristina Barcelona,tt0497465
8252,After We Collided,tt10362466
8253,Adore,tt2103267
8254,Fifty Shades Darker,tt4465564
8255,The Next 365 Days,tt21106646
8256,9½ Weeks,tt0091635
8257,365 Days: This Day,tt12996154
8258,Stealing Beauty,tt0117737
8259,Two Moon Junction,tt0096324
8260,Rust and Bone,tt2053425
8261,Perfect Sense,tt1439572
8262,Like Crazy,tt1758692
8263,Wild Orchid,tt0100934
8264,Capriccio,tt0092720
8265,Talk to Her,tt0287467
8266,Emmanuelle,tt0071464
8267,American Gigolo,tt0080365
8268,Newness,tt6408226
8269,"Paris, 13th District",tt12708658
8270,Another 9½ Weeks,tt0119576
8271,The End of the Affair,tt0172396
8272,Betty Blue,tt0090563
8273,The Key,tt0085328
8274,London,tt0449061
8275,Nuovo Olimpo,tt18394610
8276,By the Sea,tt3707106
8277,The Libertine,tt0375920
8278,Emmanuelle IV,tt0085486
8279,Mo' Better Blues,tt0100168
8280,Miranda,tt0089598
8281,Emmanuelle II,tt0072933
8282,"Eleven Days, Eleven Nights",tt0091002
8283,Emmanuelle 3,tt0077497
8284,Wild Orchid II: Two Shades of Blue,tt0105819
8285,Femalien,tt0116294
8286,Eros,tt0343663
8287,Grandma's Boy,tt0456554
8288,Pineapple Express,tt0910936
8289,Next Friday,tt0195945
8290,Good Mourning,tt15331186
8291,The Beach Bum,tt6511932
8292,Smiley Face,tt0780608
8293,Strange Wilderness,tt0489282
8294,Dude,tt3458510
8295,Cheech and Chong's Next Movie,tt0080520
8296,Leaves of Grass,tt1151359
8297,Remember the Daze,tt0790618
8298,Anuvahood,tt1658797
8299,Bongwater,tt0125678
8300,Lommbock,tt5075584
8301,Still Smokin,tt0086366
8302,Things Are Tough All Over,tt0084788
8303,"Puff, Puff, Pass",tt0466771
8304,Paulette,tt2215395
8305,Spider-Man: No Way Home,tt10872600
8306,Spider-Man,tt0145487
8307,Eternals,tt9032400
8308,Black Panther,tt1825683
8309,Captain America: Civil War,tt3498820
8310,Power Rangers,tt3717490
8311,Thor: Love and Thunder,tt10648342
8312,X-Men,tt0120903
8313,Spider-Man: Homecoming,tt2250912
8314,Thor: Ragnarok,tt3501632
8315,Thor,tt0800369
8316,Fantastic Four,tt0120667
8317,Iron Man 3,tt1300854
8318,Blade,tt0120611
8319,Black Panther: Wakanda Forever,tt9114286
8320,Spider-Man 2,tt0316654
8321,Spider-Man 3,tt0413300
8322,Morbius,tt5108870
8323,The Amazing Spider-Man,tt0948470
8324,Fantastic Four,tt1502712
8325,Sky High,tt0405325
8326,The Flash,tt0439572
8327,Batman v Superman: Dawn of Justice,tt2975590
8328,X-Men: First Class,tt1270798
8329,Wonder Woman,tt0451279
8330,X-Men: Apocalypse,tt3385516
8331,The Marvels,tt10676048
8332,Doctor Strange,tt1211837
8333,Ant-Man and the Wasp: Quantumania,tt10954600
8334,Black Adam,tt6443346
8335,Batman & Robin,tt0118688
8336,Blue Beetle,tt9362930
8337,Van Helsing,tt0338526
8338,Spider-Man: Far from Home,tt6320628
8339,X-Men: Days of Future Past,tt1877832
8340,The Amazing Spider-Man 2,tt1872181
8341,Justice League,tt0974015
8342,Ant-Man,tt0478970
8343,Batman Forever,tt0112462
8344,X-Men Origins: Wolverine,tt0458525
8345,The New Mutants,tt4682266
8346,Fantastic Four: Rise of the Silver Surfer,tt0486576
8347,X2: X-Men United,tt0290334
8348,Green Lantern,tt1133985
8349,Watchmen: Chapter I,tt32627540
8350,Shazam! Fury of the Gods,tt10151854
8351,X-Men: The Last Stand,tt0376994
8352,Hancock,tt0448157
8353,Shazam!,tt0448115
8354,Teenage Mutant Ninja Turtles: Out of the Shadows,tt3949660
8355,Superman Returns,tt0348150
8356,The Mask of Zorro,tt0120746
8357,The Wraith,tt0092240
8358,Blade: Trinity,tt0359013
8359,Catwoman,tt0327554
8360,X-Men: Dark Phoenix,tt6565702
8361,Ant-Man and the Wasp,tt5095030
8362,Spawn,tt0120177
8363,Kick-Ass 2,tt1650554
8364,Mighty Morphin Power Rangers,tt0113820
8365,The Punisher,tt0098141
8366,Samaritan,tt5500218
8367,Punisher: War Zone,tt0450314
8368,The Adventures of Sharkboy and Lavagirl 3-D,tt0424774
8369,Dragonball Evolution,tt1098327
8370,Supergirl,tt0088206
8371,Solomon Kane,tt0970452
8372,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,tt0103060
8373,The Legend of Zorro,tt0386140
8374,Code 8,tt6259380
8375,Push,tt0465580
8376,Barb Wire,tt0115624
8377,Timecop,tt0111438
8378,The Phantom,tt0117331
8379,Ghost Rider: Spirit of Vengeance,tt1071875
8380,My Hero Academia: You're Next,tt32176689
8381,The Darkest Minds,tt4073790
8382,Bloodshot,tt1634106
8383,The Spirit,tt0831887
8384,The Avengers,tt0118661
8385,The Scribbler,tt2396721
8386,The Shadow,tt0111143
8387,Captain America,tt0103923
8388,The Green Hornet,tt0990407
8389,Justice League: Crisis on Infinite Earths - Part One,tt29195117
8390,The Fantastic Four,tt0109770
8391,Dragon Ball Super: Broly,tt7961060
8392,Jonah Hex,tt1075747
8393,Underdog,tt0467110
8394,Turbo: A Power Rangers Movie,tt0120389
8395,Moonwalker,tt0095655
8396,Zoom,tt0383060
8397,Batman: Mask of the Phantasm,tt0106364
8398,Steel,tt0120207
8399,Max Steel,tt1472584
8400,Injustice,tt5012504
8401,Secret Headquarters,tt14001894
8402,Justice League: Warworld,tt27687527
8403,My Hero Academia: World Heroes' Mission,tt13544716
8404,Justice League: Crisis on Infinite Earths - Part Two,tt30150907
8405,The Return of Swamp Thing,tt0098193
8406,Warriors of Virtue,tt0120479
8407,The Powerpuff Girls Movie,tt0289408
8408,Man-Thing,tt0290747
8409,The Legend of the Lone Ranger,tt0082648
8410,Son of Batman,tt3139072
8411,Constantine: City of Demons - The Movie,tt9177882
8412,Batman: Gotham by Gaslight,tt7167630
8413,Lazer Team,tt3864024
8414,My Hero Academia: Heroes Rising,tt11107074
8415,Batman and Harley Quinn,tt6556890
8416,My Hero Academia: Two Heroes,tt7745068
8417,Electra,tt0112942
8418,Legion of Super-Heroes,tt22769820
8419,"Batman: The Long Halloween, Part Two",tt14402926
8420,The Heroic Trio,tt0105619
8421,Batman: The Long Halloween,tt21445686
8422,Wonder Woman: Bloodlines,tt8752498
8423,Reign of the Supermen,tt7167686
8424,iBoy,tt3171832
8425,Guyver: Dark Hero,tt0109965
8426,Batman: Return of the Caped Crusaders,tt5973626
8427,The Hyperions,tt7520568
8428,Justice Society: World War II,tt13804084
8429,Justice League vs the Fatal Five,tt8752474
8430,Freaks: You're One of Us,tt12875782
8431,Batman: Soul of the Dragon,tt12885852
8432,Catwoman: Hunted,tt15248702
8433,How I Became a Super Hero,tt10345590
8434,He-Man and She-Ra: The Secret of the Sword,tt0089984
8435,El Chicano,tt7374952
8436,Minnal Murali,tt7268738
8437,Twice Upon a Time,tt0086489
8438,Psychokinesis,tt6890582
8439,Silver Hawk,tt0357894
8440,Heroic Trio 2: Executioners,tt0108606
8441,Iceman,tt2557256
8442,Bloody Mallory,tt0299556
8443,Unknown Origins,tt5827790
8444,Sri Asih,tt10994712
8445,The Demolitionist,tt0112843
8446,Forest Warrior,tt0116341
8447,Valentine,tt5305352
8448,BraveStarr: The Legend,tt0353261
8449,Major Grom: Plague Doctor,tt7601480
8450,Sailor Moon SuperS: The Movie: Black Dream Hole,tt0112513
8451,Todd McFarlane's Spawn 2,tt4641828
8452,Black Mask 2: City of Masks,tt0264429
8453,Sailor Moon S: The Movie - Hearts in Ice,tt0109277
8454,Phantom Boy,tt1856057
8455,Infra-Man,tt0073168
8456,All Superheroes Must Die,tt1836212
8457,Sailor Moon Eternal,tt10635042
8458,Hulk: Where Monsters Dwell,tt6173902
8459,Sailor Moon R: The Movie: The Promise of the Rose,tt0106417
8460,Milarepa,tt0499238
8461,Ashiap Man,tt11900398
8462,Demon City,tt35111035
8463,Wonka,tt6166392
8464,Ghostbusters: Frozen Empire,tt21235248
8465,Practical Magic,tt0120791
8466,Fantastic Beasts and Where to Find Them,tt3183660
8467,Night at the Museum,tt0477347
8468,Ghostbusters: Afterlife,tt4513678
8469,Ghostbusters II,tt0097428
8470,The Craft,tt0115963
8471,The Twilight Saga: Eclipse,tt1325004
8472,Little Nicky,tt0185431
8473,The Twilight Saga: New Moon,tt1259571
8474,Casper,tt0112642
8475,The School for Good and Evil,tt2935622
8476,Mary Poppins Returns,tt5028340
8477,The Witches,tt0805647
8478,Nanny McPhee,tt0396752
8479,Teen Wolf,tt0090142
8480,Haunted Mansion,tt1695843
8481,The Craft: Legacy,tt4685762
8482,Season of the Witch,tt0479997
8483,The Indian in the Cupboard,tt0113419
8484,Hocus Pocus 2,tt11909878
8485,The Haunted Mansion,tt0338094
8486,Peter Rabbit 2: The Runaway,tt8376234
8487,Thomas and the Magic Railroad,tt0205461
8488,After,tt1799508
8489,Outcast,tt1396219
8490,Lu Over the Wall,tt6452332
8491,The Watchers,tt26736843
8492,Oddity,tt26470109
8493,Smile,tt15474916
8494,The Black Phone,tt7144666
8495,Five Nights at Freddy's,tt4589218
8496,The Conjuring,tt1457767
8497,The Mummy,tt2345759
8498,Possession,tt0082933
8499,Talk to Me,tt10638522
8500,The Lost Boys,tt0093437
8501,Carrie,tt0074285
8502,Sinister,tt1922777
8503,It Follows,tt3235888
8504,The First Omen,tt5672290
8505,Dawn of the Dead,tt0363547
8506,Final Destination 3,tt0414982
8507,Last Night in Soho,tt9639470
8508,The Ring,tt0298130
8509,Suspiria,tt1034415
8510,Nosferatu the Vampyre,tt0079641
8511,Insidious,tt1591095
8512,Salem's Lot,tt10245072
8513,You Should Have Left,tt8201852
8514,Bird Box,tt2737304
8515,Final Destination 5,tt1622979
8516,The Pope's Exorcist,tt13375076
8517,The Conjuring 2,tt3065204
8518,Poltergeist,tt0084516
8519,The Nun,tt5814060
8520,Legion,tt1038686
8521,The Empty Man,tt5867314
8522,The Gift,tt0219699
8523,Ghost Ship,tt0288477
8524,The Boogeyman,tt3427252
8525,Carrie,tt1939659
8526,Thir13en Ghosts,tt0245674
8527,1408,tt0450385
8528,Christine,tt0085333
8529,The Nun II,tt10160976
8530,The Night House,tt9731534
8531,Oculus,tt2388715
8532,In the Mouth of Madness,tt0113409
8533,The Exorcism of Emily Rose,tt0404032
8534,Candyman,tt0103919
8535,Lights Out,tt4786282
8536,The Hunger,tt0085701
8537,The Amityville Horror,tt0384806
8538,Mama,tt2023587
8539,Annabelle: Creation,tt5140878
8540,Drag Me to Hell,tt1127180
8541,The Skeleton Key,tt0397101
8542,The Omen,tt0075005
8543,The Grudge,tt0391198
8544,The Boy,tt3882082
8545,Fright Night,tt0089175
8546,Resident Evil: The Final Chapter,tt2592614
8547,Fantasy Island,tt0983946
8548,Night Swim,tt9682428
8549,The Orphanage,tt0464141
8550,House on Haunted Hill,tt0185371
8551,Annabelle Comes Home,tt8350360
8552,Insidious: The Red Door,tt13405778
8553,The Exorcism,tt11240348
8554,Things Heard & Seen,tt10962368
8555,Stigmata,tt0145531
8556,Devil,tt1314655
8557,Insidious: Chapter 2,tt2226417
8558,Pulse,tt0286751
8559,Slender Man,tt5690360
8560,The Haunting,tt0171363
8561,Stir of Echoes,tt0164181
8562,Case 39,tt0795351
8563,Insidious: Chapter 3,tt3195644
8564,Dark Water,tt0382628
8565,Mirrors,tt0790686
8566,Cursed,tt0257516
8567,The Mothman Prophecies,tt0265349
8568,Troll 2,tt0105643
8569,The Possession,tt0431021
8570,The Possession of Hannah Grace,tt5734576
8571,Blood Red Sky,tt6402468
8572,Night Teeth,tt10763820
8573,Insidious: The Last Key,tt5726086
8574,Last Shift,tt2965466
8575,The Devil Conspiracy,tt9663168
8576,Ghosts of War,tt6508228
8577,Mr. Harrigan's Phone,tt12908110
8578,Phantasm,tt0079714
8579,The Gate,tt0093075
8580,His House,tt8508734
8581,The Ring Two,tt0377109
8582,The Crucifixion,tt4181782
8583,The Unholy,tt9419056
8584,Shutter,tt0482599
8585,Before I Wake,tt3174376
8586,You Won't Be Alone,tt8296030
8587,Ju-on: The Grudge,tt0364385
8588,The Unborn,tt1139668
8589,The Awakening,tt1687901
8590,Poltergeist,tt1029360
8591,The Forest,tt3387542
8592,The Haunting in Connecticut,tt0492044
8593,The Grudge,tt3612126
8594,Darkness Falls,tt0282209
8595,Leprechaun: Origins,tt2345613
8596,We Have a Ghost,tt7798604
8597,The Fog,tt0432291
8598,Rings,tt0498381
8599,The Sentinel,tt0076683
8600,Winchester,tt1072748
8601,Veronica,tt3183402
8602,Veronica,tt5862312
8603,Troll,tt0092115
8604,Velvet Buzzsaw,tt7043012
8605,Don't Be Afraid of the Dark,tt1270761
8606,To the Devil a Daughter,tt0075334
8607,Mr. Crocket,tt32916093
8608,Sister Death,tt19175696
8609,Burnt Offerings,tt0074258
8610,House of Darkness,tt18224610
8611,Warlock,tt0098622
