from_tconst,from_title,from_year,from_runtimeMinutes,from_averageRating,from_numVotes,from_budget,from_revenue
tt1950186,Ford v Ferrari,2019.0,152,8.1,515509,97600000,225508210
tt1951181,The Immigrant,2013.0,120,6.6,34466,16000000,5867686
tt1951261,The Hangover Part III,2013.0,100,5.8,346662,103000000,362000072
tt1951264,The Hunger Games: Catching Fire,2013.0,146,7.5,743165,130000000,865011746
tt1951265,The Hunger Games: Mockingjay - Part 1,2014.0,123,6.6,520744,125000000,755356711
tt1951266,The Hunger Games: Mockingjay - Part 2,2015.0,137,6.6,390399,160000000,653428261
tt1956620,Sex Tape,2014.0,94,5.1,120448,40000000,126069509
tt1959490,Noah,2014.0,138,5.8,270927,125000000,362600000
tt1959563,The Hitman's Bodyguard,2017.0,118,6.9,254533,30000000,176586701
tt1961175,American Assassin,2017.0,111,6.2,95775,33000000,67200000
tt19637052,Love Lies Bleeding,2024.0,104,6.6,55531,10000000,12778225
tt1964418,Tomorrowland,2015.0,130,6.4,195147,190000000,209200000
tt1967545,Labor Day,2013.0,111,6.9,54059,18000000,20275812
tt1971325,Automata,2014.0,109,6.0,60427,7000000,6237990
tt1971352,Compliance,2012.0,90,6.4,39185,270000,592116
tt1972571,A Most Wanted Man,2014.0,122,6.7,82237,15000000,31554855
tt1972591,King Arthur: Legend of the Sword,2017.0,126,6.7,239426,175000000,148700000
tt1972779,The Best of Me,2014.0,118,6.7,79182,26000000,35926213
tt1976009,Victor Frankenstein,2015.0,110,6.0,61871,40000000,34200000
tt1979320,Rush,2013.0,123,8.1,530882,38000000,90200000
tt1979376,Toy Story 4,2019.0,100,7.6,294945,175000000,1073841394
tt1979388,The Good Dinosaur,2015.0,93,6.7,132955,175000000,332207671
tt1980209,Pain & Gain,2013.0,129,6.4,235283,25000000,87305549
tt1980929,Begin Again,2013.0,104,7.4,171151,8000000,63500000
tt1981115,Thor: The Dark World,2013.0,112,6.7,747606,170000000,644783140
tt1981128,Geostorm,2017.0,111,5.3,125080,120000000,221600160
tt1981677,Pitch Perfect,2012.0,112,7.1,339130,17000000,115647426
tt1985019,Austenland,2013.0,97,6.3,24470,4900000,2159041
tt1985949,The Angry Birds Movie,2016.0,97,6.3,109783,73000000,349779543
tt1985966,Cloudy with a Chance of Meatballs 2,2013.0,95,6.3,119478,78000000,248384621
tt19890316,What Happens Later,2023.0,103,4.8,4461,3000000,3370345
tt1990314,Robot & Frank,2012.0,89,7.0,66433,2500000,3325038
tt1991245,Chernobyl Diaries,2012.0,86,5.0,69515,1000000,38390020
tt1996264,"For a Good Time, Call...",2012.0,85,6.0,17463,850000,1243961
tt1999890,Hell Fest,2018.0,89,5.5,20509,5500000,18160930
tt2002718,Machete Kills,2013.0,107,5.6,83853,12000000,15000000
tt2005151,War Dogs,2016.0,114,7.1,274653,50000000,86234523
tt2005374,The Frozen Ground,2013.0,105,6.4,70375,27220000,5496951
tt2006295,The 33,2015.0,127,6.9,40581,25000000,24900000
tt2015381,Guardians of the Galaxy,2014.0,121,8.0,1309820,170000000,772776600
tt2016940,Man of Tai Chi,2013.0,105,6.0,41629,25000000,2054941
tt2017038,All Is Lost,2013.0,106,6.9,85233,9000000,6108720
tt20215234,Conclave,2024.0,120,7.4,130241,20000000,104779967
tt20215968,Hit Man,2023.0,115,6.8,112555,8800000,5101673
tt2023453,Diary of a Wimpy Kid: Dog Days,2012.0,94,6.3,31525,22000000,76196538
tt20234774,Wicked Little Letters,2023.0,100,7.0,36477,12600000,27219729
tt2023587,Mama,2013.0,100,6.2,195404,15000000,146428180
tt2024432,Identity Thief,2013.0,111,5.7,143969,35000000,173965010
tt2024469,Non-Stop,2014.0,106,6.9,281546,50000000,222809600
tt2024544,12 Years a Slave,2013.0,134,8.1,761054,20000000,187000000
tt2025690,The Finest Hours,2016.0,117,6.7,72491,80000000,52099090
tt2034139,The Last Exorcism Part II,2013.0,88,4.0,17321,5000000,15200000
tt2039338,Flatliners,2017.0,109,5.2,52358,19000000,45158254
tt2041488,Thunderstruck,2012.0,94,5.1,6082,587211,587211
tt2042568,Inside Llewyn Davis,2013.0,104,7.4,167356,11000000,32935319
tt2049403,Beetlejuice Beetlejuice,2024.0,105,6.7,142872,100000000,451100435
tt2053463,Side Effects,2013.0,106,7.1,200510,30000000,63414135
tt2058673,Point Break,2015.0,114,5.3,67568,105000000,133782481
tt2066051,Rocketman,2019.0,121,7.3,202654,40000000,167300000
tt2076822,Chaos Walking,2021.0,109,5.7,59290,125000000,26508132
tt20768712,Book Club: The Next Chapter,2023.0,107,5.6,8439,20000000,27849137
tt2080374,Steve Jobs,2015.0,122,7.2,182850,30000000,34400000
tt2083355,The Best Man Holiday,2013.0,123,6.6,17393,17000000,71625195
tt2083383,Trouble with the Curve,2012.0,111,6.8,70233,60000000,49000000
tt2084970,The Imitation Game,2014.0,114,8.0,849081,14000000,233555708
tt2088003,Big Game,2014.0,110,5.4,36390,8500000,7500000
tt2091256,Captain Underpants: The First Epic Movie,2017.0,89,6.2,34257,38000000,125427681
tt2093991,Elvis & Nixon,2016.0,86,6.3,15312,5000000,1100000
tt2096672,Dumb and Dumber To,2014.0,109,5.6,149055,40000000,169837010
tt2096673,Inside Out,2015.0,95,8.1,858699,175000000,857611174
tt2101441,Spring Breakers,2012.0,94,5.3,151477,5000000,31700000
tt2103254,Tammy,2014.0,97,4.9,55907,20000000,100500000
tt2103267,Adore,2013.0,112,6.2,37655,16000000,1600000
tt2103281,Dawn of the Planet of the Apes,2014.0,130,7.6,498174,170000000,710644566
tt2106361,Into the Storm,2014.0,89,5.8,72978,50000000,160600000
tt21064584,The Iron Claw,2023.0,132,7.6,102430,15900000,40130232
tt2109184,Paranormal Activity 4,2012.0,88,4.7,71886,5000000,142802657
tt2114504,Woody Woodpecker,2017.0,91,4.2,5538,10000000,15316635
tt21188080,Lisa Frankenstein,2024.0,101,6.1,27621,13400000,9927714
tt2119532,Hacksaw Ridge,2016.0,139,8.1,630622,40000000,175302354
tt2119543,The House with a Clock in Its Walls,2018.0,105,6.1,57259,42000000,131523093
tt2120120,Pixels,2015.0,105,5.6,168429,88000000,244900000
tt21232992,Theater Camp,2023.0,92,6.9,18367,5000000,4400000
tt21235248,Ghostbusters: Frozen Empire,2024.0,115,6.1,92019,100000000,201967521
tt2125435,Beasts of the Southern Wild,2012.0,93,7.2,85811,1800000,21107746
tt21261712,Back to Black,2024.0,122,6.3,26041,30000000,51001975
tt2126235,Collide,2016.0,99,5.7,17741,21500000,6817535
tt2126355,San Andreas,2015.0,114,6.1,265715,110000000,473990832
tt21276958,Babes,2024.0,104,6.3,6123,3700000,3663309
tt2132285,The Bling Ring,2013.0,90,5.6,93919,15000000,19145732
tt2140037,Jane Got a Gun,2015.0,98,5.9,24492,25000000,3771345
tt2140373,Saving Mr. Banks,2013.0,125,7.5,172573,35000000,112544580
tt2140379,Self/less,2015.0,117,6.5,105618,26000000,31807156
tt2140479,The Accountant,2016.0,128,7.3,339734,44000000,155160045
tt2140619,Two Night Stand,2014.0,86,6.3,75111,1645000,868081
tt21454134,The Bikeriders,2023.0,116,6.6,65027,40000000,36110860
tt21692408,Kung Fu Panda 4,2024.0,94,6.3,66496,80000000,548040835
tt2171867,Empire State,2013.0,94,5.2,23443,11000000,3639345
tt2172584,Maps to the Stars,2014.0,111,6.2,43607,15000000,4510000
tt2172934,3 Days to Kill,2014.0,117,6.2,99539,28000000,53260230
tt2177771,The Monuments Men,2014.0,118,6.1,145263,70000000,154984035
tt2179116,The Kings of Summer,2013.0,95,7.1,85823,1500000,1400000
tt2179136,American Sniper,2014.0,133,7.3,547312,58800000,542300000
tt2180411,Into the Woods,2014.0,125,5.9,150592,50000000,212902372
tt21807222,Saw X,2023.0,118,6.6,88253,13000000,125319714
tt21823606,A Real Pain,2024.0,90,7.1,74939,3000000,20581325
tt2183034,Earth to Echo,2014.0,91,5.7,20070,13000000,45300000
tt2184339,The Purge,2013.0,85,5.8,250186,3000000,91266581
tt21867434,BlackBerry,2023.0,120,7.3,54816,5000000,2600000
tt2193215,The Counselor,2013.0,117,5.4,107643,25000000,71009334
tt21942866,Dream Scenario,2023.0,102,6.8,83325,10000000,14114415
tt2194499,About Time,2013.0,123,7.8,409261,12000000,87100449
tt2199571,Run All Night,2015.0,114,6.6,117715,50000000,71561644
tt22022452,Inside Out 2,2024.0,96,7.5,210623,200000000,1698863816
tt2203939,The Other Woman,2014.0,109,6.0,156099,40000000,196800000
tt22041854,Priscilla,2023.0,113,6.5,45954,20000000,30140906
tt22048412,MaXXXine,2024.0,103,6.3,67222,1000000,22057160
tt22050754,The Strangers: Chapter 1,2024.0,91,4.6,22039,8500000,48166448
tt2209764,Transcendence,2014.0,119,6.2,242365,100000000,103039258
tt22173666,Azrael,2024.0,86,5.4,10129,12000000,631272
tt2217859,Louder Than Bombs,2015.0,109,6.6,14539,11000000,1400000
tt2222042,Love and Monsters,2020.0,109,6.9,151781,30000000,1122066
tt2223990,Draft Day,2014.0,110,6.8,69483,25000000,28831145
tt2224026,Home,2015.0,94,6.5,115653,135000000,368871007
tt2226417,Insidious: Chapter 2,2013.0,106,6.6,195060,5000000,161921515
tt2226597,The Mountain Between Us,2017.0,112,6.4,85678,35000000,62832209
tt2230358,Curse of Chucky,2013.0,97,5.6,45584,5000000,3876587
tt2231253,Wild Card,2015.0,92,5.6,62033,30000000,6738764
tt2231461,Rampage,2018.0,107,6.1,192987,120000000,428028233
tt2234155,The Internship,2013.0,119,6.3,219509,58000000,44000000
tt22375054,Strange Darling,2023.0,97,7.1,46982,4000000,3504687
tt2238032,Skiptrace,2016.0,107,5.6,23052,32000000,58500000
tt2239822,Valerian and the City of a Thousand Planets,2017.0,136,6.4,203154,177200000,225973340
tt2239832,Think Like a Man Too,2014.0,106,5.7,23571,24000000,70181428
tt22408160,Kinds of Kindness,2024.0,164,6.5,57692,15000000,16398509
tt2241351,Money Monster,2016.0,98,6.5,108901,27000000,93282604
tt2243537,A Haunted House,2013.0,86,5.0,51808,2500000,60141683
tt2244901,I Give It a Year,2013.0,97,5.7,40016,13000000,29200000
tt2245084,Big Hero 6,2014.0,102,7.8,524900,165000000,657870525
tt2247476,When the Game Stands Tall,2014.0,115,6.6,17220,15000000,30127963
tt2250912,Spider-Man: Homecoming,2017.0,133,7.4,751529,175000000,880166924
tt2261287,Leap!,2016.0,89,6.8,25399,30000000,109573511
tt2262227,The Book of Life,2014.0,95,7.2,80701,50000000,97437106
tt2267968,Kung Fu Panda 3,2016.0,95,7.1,202291,145000000,521170825
tt2267998,Gone Girl,2014.0,149,8.1,1113038,61000000,370890259
tt22687790,A Haunting in Venice,2023.0,103,6.5,129807,60000000,121400000
tt2274648,Hellboy,2019.0,120,5.3,103882,50000000,55065289
tt2277860,Finding Dory,2016.0,97,7.2,317297,200000000,1028600000
tt2278388,The Grand Budapest Hotel,2014.0,99,8.1,920530,30000000,174600318
tt2279373,The SpongeBob Movie: Sponge Out of Water,2015.0,92,6.0,64067,74000000,311594032
tt2281587,Muppets Most Wanted,2014.0,107,6.4,38038,50000000,80400000
tt2283336,Men in Black: International,2019.0,114,5.6,153295,110000000,253890701
tt2283362,Jumanji: Welcome to the Jungle,2017.0,119,7.0,474492,90000000,995339117
tt22866358,The Book of Clarence,2023.0,129,5.7,7126,40000000,6205230
tt2293640,Minions,2015.0,91,6.4,271240,74000000,1159457503
tt2294449,22 Jump Street,2014.0,112,7.0,420496,50000000,331333876
tt2294629,Frozen,2013.0,102,7.4,684422,150000000,1274219009
tt2294677,In a World...,2013.0,93,6.6,33373,1000000,2963902
tt2296777,Sherlock Gnomes,2018.0,86,5.3,14704,59000000,90497778
tt2300975,Jessabelle,2014.0,90,5.4,26517,1000000,23456897
tt2302755,Olympus Has Fallen,2013.0,119,6.5,299224,70000000,170270201
tt2304933,The 5th Wave,2016.0,112,5.2,121000,38000000,109906372
tt2305051,Wild,2014.0,115,7.1,142548,15000000,52501541
tt2309260,The Gallows,2015.0,81,4.2,22066,100000,42964410
tt2310332,The Hobbit: The Battle of the Five Armies,2014.0,144,7.4,593411,250000000,956019788
tt2316204,Alien: Covenant,2017.0,122,6.4,327737,97000000,240891763
tt2318092,Endless Love,2014.0,104,6.2,48354,20000000,34100000
tt2322441,Fifty Shades of Grey,2015.0,125,4.2,344973,40000000,569651467
tt2328678,The King's Daughter,2022.0,98,5.2,6695,40500000,2200000
tt2328900,Mary Queen of Scots,2018.0,124,6.3,57332,25000000,46712809
tt2333804,The Zero Theorem,2013.0,107,6.0,50581,8500000,770706
tt2334649,Fruitvale Station,2013.0,85,7.5,87591,900000,17600000
tt2334873,Blue Jasmine,2013.0,98,7.3,215834,18000000,99200000
tt2334879,White House Down,2013.0,131,6.3,242500,150000000,205366737
tt2345737,The Rover,2014.0,103,6.4,52771,12250000,2510007
tt2345759,The Mummy,2017.0,110,5.4,213244,125000000,409231607
tt23468450,Longlegs,2024.0,101,6.6,177856,10000000,126942386
tt2347285,The Best Christmas Pageant Ever,2024.0,99,6.8,5978,10000000,40236104
tt23558280,Elevation,2024.0,91,5.6,19304,18000000,3300000
tt23561236,American Fiction,2023.0,117,7.5,109367,16000000,22483370
tt2357129,Jobs,2013.0,128,6.0,105327,12000000,42100000
tt2357291,Rio 2,2014.0,101,6.3,105530,103000000,498781117
tt2361317,Live by Night,2016.0,129,6.4,60863,90000000,22700000
tt2361509,The Intern,2015.0,121,7.1,290834,35000000,194564672
tt2368619,The Take,2016.0,92,6.3,52722,20000000,14397593
tt2369135,Need for Speed,2014.0,132,6.4,182135,66000000,203277636
tt2370248,Short Term 12,2013.0,96,7.9,93426,1000000,1645164
tt2377322,Deliver Us from Evil,2014.0,118,6.2,88381,30000000,87937815
tt2378507,The Glass Castle,2017.0,127,7.1,39644,9000000,22088533
tt2379713,Spectre,2015.0,148,6.8,478717,245000000,880707597
tt2380307,Coco,2017.0,105,8.4,641170,175000000,807816196
tt2381111,Brooklyn,2015.0,117,7.5,154452,11000000,62076141
tt2381941,Focus,2015.0,105,6.6,285097,50100000,153962963
tt2381991,The Huntsman: Winter's War,2016.0,114,6.1,123124,115000000,164989338
tt2382320,No Time to Die,2021.0,163,7.3,462680,250000000,774153024
tt2386490,How to Train Your Dragon: The Hidden World,2019.0,104,7.4,161918,129000000,524580592
tt2388715,Oculus,2013.0,104,6.5,144500,5000000,44459951
tt2390283,The Journey Home,2014.0,98,6.0,1028,12758853,3016126
tt2392830,A Quiet Passion,2016.0,125,6.4,6493,8138338,1864266
tt2395427,Avengers: Age of Ultron,2015.0,141,7.3,953713,365000000,1405403694
tt2397461,Clifford the Big Red Dog,2021.0,96,5.9,17893,64000000,107347356
tt2397535,Predestination,2014.0,97,7.4,319891,5500000,4942449
tt2398231,The Homesman,2014.0,122,6.6,37002,16000000,3442853
tt2398241,Smurfs: The Lost Village,2017.0,90,6.0,25620,60000000,197183546
tt2402101,Dark Places,2015.0,113,6.2,48841,20000000,5090852
tt2402157,The November Man,2014.0,108,6.3,71771,15000000,32600000
tt2402927,Carol,2015.0,118,7.3,147855,11800000,40272135
tt2403021,The Green Inferno,2013.0,100,5.4,52042,5000000,12666449
tt2404181,Belle,2013.0,100,7.3,33981,10900000,16500000
tt2404233,Gods of Egypt,2016.0,127,5.4,130310,140000000,150680864
tt2404311,The Family,2013.0,111,6.3,125435,30000000,36894225
tt2404435,The Magnificent Seven,2016.0,132,6.9,236076,90000000,162400000
tt2404463,The Heat,2013.0,117,6.6,184526,43000000,158674180
tt2406566,Atomic Blonde,2017.0,115,6.7,213265,30000000,100014025
tt24176060,Queer,2024.0,137,6.5,17582,53400000,3865730
tt2436386,Project Almanac,2015.0,106,6.4,85868,12000000,33200000
tt2446980,Joy,2015.0,124,6.6,148935,60000000,101134059
tt2452042,The Peanuts Movie,2015.0,88,7.0,51387,99000000,246233113
tt2452150,Respect,2021.0,145,6.6,18639,55000000,31217372
tt2452244,Isn't It Romantic,2019.0,89,5.9,75235,31000000,48800000
tt2452254,Clouds of Sils Maria,2014.0,124,6.7,31871,6600000,1851517
tt24577462,Afraid,2024.0,84,5.2,13220,12000000,12977758
tt2461150,Masterminds,2015.0,95,5.8,62740,25000000,29200000
tt2467046,Left Behind,2014.0,110,3.1,43513,16000000,19682924
tt2473510,Paranormal Activity: The Ghost Dimension,2015.0,88,4.6,31820,10000000,78903124
tt2473602,Get on Up,2014.0,139,6.9,26552,30000000,33448971
tt2473682,Paranormal Activity: The Marked Ones,2014.0,84,5.1,46542,5000000,90894962
tt2488496,Star Wars: Episode VII - The Force Awakens,2015.0,138,7.8,994999,245000000,2068223624
tt2510894,Hotel Transylvania 2,2015.0,89,6.6,151377,80000000,473200000
tt2513074,Billy Lynn's Long Halftime Walk,2016.0,113,6.2,24585,40000000,30930984
tt2515030,Escobar: Paradise Lost,2014.0,120,6.5,23774,17000000,3758328
tt2527336,Star Wars: Episode VIII - The Last Jedi,2017.0,152,6.9,691180,200000000,1332698830
tt2527338,Star Wars: Episode IX - The Rise of Skywalker,2019.0,141,6.4,513401,416000000,1074144248
tt2531344,Blockers,2018.0,102,6.2,89006,21000000,94017294
tt2543164,Arrival,2016.0,116,7.9,810153,47000000,203388186
tt2543472,Wonder,2017.0,113,7.9,187011,20000000,315025930
tt2554274,Crimson Peak,2015.0,119,6.5,162945,55000000,74700000
tt2557478,Pacific Rim: Uprising,2018.0,111,5.6,132081,150000000,290061297
tt2557490,A Million Ways to Die in the West,2014.0,116,6.1,204415,40000000,86400000
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014.0,119,7.7,680141,18000000,103215094
tt2567026,Alice Through the Looking Glass,2016.0,113,6.2,127956,170000000,299457024
tt2568862,Going in Style,2017.0,96,6.6,95063,25000000,84618541
tt2582782,Hell or High Water,2016.0,102,7.6,263291,12000000,37600000
tt2582802,Whiplash,2014.0,106,8.5,1060874,3300000,50307484
tt2582846,The Fault in Our Stars,2014.0,126,7.6,413127,14000000,307166834
tt2584384,Jojo Rabbit,2019.0,108,7.9,463260,14000000,82468705
tt2592614,Resident Evil: The Final Chapter,2016.0,107,5.5,104243,40000000,312242626
tt26047818,Anyone But You,2023.0,103,6.1,140429,25000000,214891370
tt2609758,A Madea Christmas,2013.0,100,5.1,7477,25000000,53396635
tt2614684,'71,2014.0,99,7.2,63013,11000000,3200000
tt26237514,Bonhoeffer: Pastor. Spy. Assassin.,2024.0,133,6.3,3333,25000000,12165702
tt2637276,Ted 2,2015.0,115,6.3,245066,68000000,215863606
tt2638144,Ben-Hur,2016.0,123,5.7,48005,100000000,94061311
tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016.0,96,6.1,21303,20000000,38659039
tt26584495,Companion,2025.0,97,7.0,60735,10000000,36499858
tt2660888,Star Trek Beyond,2016.0,122,7.0,263953,185000000,343471816
tt26625693,The Order,2024.0,116,6.8,37180,20000000,1970445
tt2671706,Fences,2016.0,139,7.2,121348,24000000,64400000
tt26736843,The Watchers,2024.0,102,5.7,55017,30000000,51147812
tt2674426,Me Before You,2016.0,110,7.4,307150,20000000,207945075
tt26753003,Trap,2024.0,105,5.8,129158,30000000,82677281
tt26757462,Hellboy: The Crooked Man,2024.0,99,4.5,12089,20000000,2014050
tt2692904,Locke,2013.0,85,7.1,163728,2000000,4635300
tt2704998,Game Night,2018.0,100,6.9,264040,37000000,117501013
tt2709692,The Grinch,2018.0,85,6.4,102918,75000000,508600000
tt2709768,The Secret Life of Pets,2016.0,86,6.5,225968,75000000,875457937
tt27131358,We Live in Time,2024.0,108,7.0,47946,20000000,37182814
tt2713180,Fury,2014.0,134,7.6,573913,68000000,211817906
tt27155038,Ruby Gillman: Teenage Kraken,2023.0,91,5.7,12655,70000000,46247409
tt2717822,Blackhat,2015.0,133,5.5,65789,70000000,17752940
tt2719848,Everest,2015.0,121,7.1,238713,55000000,203427584
tt2720826,Birth of the Dragon,2016.0,95,5.7,9098,31000000,7125027
tt27218960,Y2K,2024.0,91,4.9,9701,15000000,4210306
tt27403986,Juror #2,2024.0,114,7.0,90919,30000000,21418477
tt27489557,Abigail,2024.0,109,6.6,93946,28000000,42791449
tt2752758,Devil's Due,2014.0,89,4.2,18134,7000000,36433975
tt27534307,Speak No Evil,2024.0,110,6.8,91855,15000000,76756109
tt2763304,T2 Trainspotting,2017.0,117,7.1,136707,18000000,41681746
tt27657135,Saturday Night,2024.0,109,6.9,28701,25000000,9802525
tt2771200,Beauty and the Beast,2017.0,129,7.1,344916,160000000,1266115964
tt27714946,The Monkey,2025.0,98,6.4,19500,10000000,56168198
tt2784678,Top Five,2014.0,102,6.4,28073,12000000,26117471
tt2788710,The Interview,2014.0,112,6.5,365469,44000000,12342632
tt2798920,Annihilation,2018.0,115,6.8,376806,40000000,43070915
tt2799166,The Pyramid,2014.0,89,4.6,28050,6500000,16861137
tt28015403,Heretic,2024.0,111,7.0,117809,10000000,51913394
tt2802144,Kingsman: The Secret Service,2014.0,129,7.7,747702,81000000,414351546
tt2820852,Furious 7,2015.0,137,7.1,425155,190000000,1515400000
tt2822672,Rock Dog,2016.0,90,6.0,6219,60000000,23270926
tt2823054,Mike and Dave Need Wedding Dates,2016.0,98,6.0,97712,33000000,77100000
tt28249919,Presence,2024.0,84,6.2,16689,2000000,9284015
tt2828996,A Haunted House 2,2014.0,86,4.7,24373,4000000,25343661
tt2837574,The Old Man & the Gun,2018.0,93,6.7,50733,15800000,11277120
tt2850386,The Croods: A New Age,2020.0,95,6.9,56664,65000000,215905815
tt28607951,Anora,2024.0,139,7.6,146726,6000000,51868503
tt2865120,Ratchet & Clank,2016.0,94,5.5,12105,20000000,8800000
tt2869728,Ride Along 2,2016.0,102,5.9,65075,40000000,124827316
tt2870612,"As Above, So Below",2014.0,93,6.3,121303,5000000,41900000
tt2870756,Magic in the Moonlight,2014.0,97,6.5,72083,16800000,51029361
tt2872718,Nightcrawler,2014.0,117,7.8,632457,8500000,50300000
tt2872750,Shaun the Sheep Movie,2015.0,85,7.3,44982,25000000,106209378
tt2873282,Red Sparrow,2018.0,140,6.6,210228,69000000,151572634
tt2883512,Chef,2014.0,114,7.3,240792,11000000,45967935
tt2884018,Macbeth,2015.0,113,6.6,60487,15000000,16322067
tt2906216,Dungeons & Dragons: Honor Among Thieves,2023.0,134,7.2,255845,151000000,208200000
tt2910814,The Signal,2014.0,97,6.0,70756,4000000,2665322
tt2910904,The Dressmaker,2015.0,119,7.0,68331,11930000,25003426
tt2911666,John Wick,2014.0,101,7.5,773604,20000000,88761661
tt2918436,The Lazarus Effect,2015.0,83,5.2,47281,3300000,64110728
tt29268110,Smile 2,2024.0,127,6.7,96617,28000000,138083280
tt2932536,47 Meters Down,2017.0,89,5.6,62952,5500000,62198461
tt2935476,Far from the Madding Crowd,2015.0,119,7.1,55346,14500000,30300000
tt2935510,Ad Astra,2019.0,123,6.5,268968,87500000,127461872
tt2948356,Zootopia,2016.0,108,8.0,574660,150000000,1023784195
tt2948372,Soul,2020.0,100,8.0,404013,150000000,121977511
tt2953050,Encanto,2021.0,102,7.2,278963,135000000,261289554
tt29603959,Novocaine,2025.0,110,7.0,2913,18000000,10500000
tt29623480,The Wild Robot,2024.0,102,8.2,150824,78000000,331982078
tt2967224,Hot Pursuit,2015.0,87,5.1,55401,35000000,51680201
tt2974918,Alvin and the Chipmunks: The Road Chip,2015.0,92,4.9,23922,90000000,233755553
tt2975578,The Purge: Anarchy,2014.0,103,6.4,167392,9000000,111928365
tt2975590,Batman v Superman: Dawn of Justice,2016.0,151,6.5,768655,250000000,874362803
tt2978462,Dolphin Tale 2,2014.0,107,6.4,10010,36000000,52424533
tt2980516,The Theory of Everything,2014.0,123,7.7,494485,15000000,123726688
tt2980592,The Guest,2014.0,100,6.7,111033,5000000,2700051
tt2980706,Planes: Fire & Rescue,2014.0,83,5.9,20651,50000000,151165787
tt30057084,Babygirl,2024.0,114,6.0,46744,20000000,60934894
tt3014284,The Lego Ninjago Movie,2017.0,101,6.1,31601,70000000,123081555
tt3014866,Criminal,2016.0,113,6.3,72937,31500000,14708696
tt3040964,The Jungle Book,2016.0,106,7.3,298058,175000000,966550600
tt3045616,Mortdecai,2015.0,107,5.5,78327,60000000,47318560
tt3063516,Jackass Presents: Bad Grandpa,2013.0,92,6.5,99273,15000000,151831537
tt3065204,The Conjuring 2,2016.0,134,7.3,316098,40000000,322811702
tt3068194,Love & Friendship,2016.0,90,6.4,26950,3000000,21401949
tt3072482,Hardcore Henry,2015.0,96,6.7,105090,2000000,16810562
tt3076658,Creed,2015.0,133,7.6,319696,37000000,173600000
tt3077214,Suffragette,2015.0,106,6.9,45561,14000000,16002420
tt30788842,Love Hurts,2025.0,83,5.3,7034,18000000,16958671
tt3079380,Spy,2015.0,120,7.0,266647,65000000,235666219
tt3095734,Monster Trucks,2016.0,104,5.7,19634,125000000,64493915
tt30988739,Black Bag,2025.0,93,7.4,4030,50000000,11766000
tt3099498,Tusk,2014.0,102,5.4,67747,3000000,1882074
tt3104988,Crazy Rich Asians,2018.0,120,6.9,199709,30000000,238539198
tt31050020,Once Upon a Deadpool,2018.0,118,7.2,1732,110000000,51349833
tt31064841,Piece by Piece,2024.0,93,6.9,5063,16000000,10591426
tt3110958,Now You See Me 2,2016.0,129,6.4,335150,120000000,334897606
tt31193791,The Last Showgirl,2024.0,88,6.5,8516,2000000,4455671
tt3125324,Beyond the Lights,2014.0,116,6.8,17912,7000000,14600000
tt3127022,The Bookshop,2017.0,113,6.5,18136,5400000,12055868
tt3152592,Scoob!,2020.0,93,5.6,31317,90000000,28600000
tt3152624,Trainwreck,2015.0,125,6.2,144900,35000000,140795793
tt3170832,Room,2015.0,118,8.1,465453,13000000,35401758
tt3172532,The Diary of a Teenage Girl,2015.0,102,6.8,34384,2000000,1477002
tt3183660,Fantastic Beasts and Where to Find Them,2016.0,132,7.2,522762,180000000,809342332
tt3195644,Insidious: Chapter 3,2015.0,97,6.1,123048,10000000,120453155
tt3203606,Trumbo,2015.0,124,7.4,85933,15000000,8235661
tt32063050,Bridget Jones: Mad About the Boy,2025.0,124,6.7,18143,50000000,103679000
tt3215824,Those Who Wish Me Dead,2021.0,100,6.0,75688,20000000,23384502
tt3216348,Incarnate,2016.0,87,5.3,14472,5000000,6341855
tt32221196,One of Them Days,2025.0,97,6.6,7917,14000000,48765616
tt3224458,A Beautiful Day in the Neighborhood,2019.0,109,7.2,91373,25000000,67900000
tt3231054,Risen,2016.0,107,6.3,31650,20000000,46100000
tt3235888,It Follows,2014.0,100,6.8,285080,2300000,23374076
tt32558992,Heart Eyes,2025.0,97,6.2,12704,18000000,31010725
tt3263904,Sully,2016.0,96,7.4,309908,60000000,240800000
tt3268668,Captive,2015.0,97,5.4,7376,2000000,2801508
tt3272066,Reminiscence,2021.0,116,5.9,68630,68000000,18717947
tt3278540,A Nice Girl Like You,2020.0,94,5.2,8167,6100000,769234
tt3280262,Cult of Chucky,2017.0,91,5.3,32010,6500000,2332018
tt3281548,Little Women,2019.0,135,7.8,264643,40000000,216600000
tt3289728,Equals,2015.0,101,6.0,33600,16000000,2084628
tt3289956,The Autopsy of Jane Doe,2016.0,86,6.8,151854,4000000,6170043
tt3291150,The Expendables 4,2023.0,103,4.8,48880,100000000,37917985
tt33034103,Am I Racist?,2024.0,100,6.7,16471,3000000,12311598
tt3315342,Logan,2017.0,137,8.1,882605,97000000,619021436
tt3316948,American Ultra,2015.0,96,6.1,98020,28000000,27100000
tt3319920,Regression,2015.0,106,5.6,43539,20000000,17671101
tt3322364,Concussion,2015.0,123,7.1,102609,35000000,50400000
tt3332064,Pan,2015.0,111,5.7,68247,150000000,128388320
tt3348730,Jigsaw,2017.0,92,5.7,97551,10000000,104223315
tt3381008,The Brothers Grimsby,2016.0,83,6.2,114888,35000000,28000000
